"TOA5","ULM_Stn1","CR1000X","56673","CR1000X.Std.07.01","CPU:SO397545 Univ of LA Measonet Rev08072024.Station1A.CR1X","36237","FiveMin"
"TIMESTAMP","RECORD","BattV_Avg","WS_30ft_mph_Avg","WS_30ft_mph_Max","WindDir_30ft_D1_WVT","WindDir_30ft_SD1_WVT","WS_10ft_mph_Avg","WS_10ft_mph_Max","WindDir_10ft_D1_WVT","WindDir_10ft_SD1_WVT","WS_Sonic_mph_Avg","WS_Sonic_mph_Max","WindDir_Sonic_D1_WVT","WindDir_Sonic_SD1_WVT","AirTF_Avg","RH_Avg","SlrW_Avg","SlrMJ_Tot","DewPtF","RainSinceMidnight","RV_Pre_Accu_Tot","RV_Tips_Tot","RV_Tot_Pre_Accu","RV_Avg_Pre_Int_Max","RV_Max_Pre_Int_Max","VWC_5cm_Avg","Ka_5cm_Avg","SoilTmpF_5cm_Avg","BulkEC_5cm_Avg","VWC_10cm_Avg","Ka_10cm_Avg","SoilTmpF_10cm_Avg","BulkEC_10cm_Avg","VWC_20cm_Avg","Ka_20cm_Avg","SoilTmpF_20cm_Avg","BulkEC_20cm_Avg","VWC_30cm_Avg","Ka_30cm_Avg","SoilTmpF_30cm_Avg","BulkEC_30cm_Avg","VWC_40cm_Avg","Ka_40cm_Avg","SoilTmpF_40cm_Avg","BulkEC_40cm_Avg","VWC_50cm_Avg","Ka_50cm_Avg","SoilTmpF_50cm_Avg","BulkEC_50cm_Avg","T109_30ft_F_Avg","T109_10ft_F_Avg","AbsBaro_inHg_Avg","SeaLvlBaro_inHg_Avg","HeatIndxTmpF_Avg","WindChillTmpF_Avg","BatteryVoltage","BatteryCurrent","LoadCurrent","ChargeInputVoltage","ChargeInputCurrent","ChargeTemp","Chg_State","Chg_Source","Ck_Batt"
"2024-08-08 00:30:00",185,13.07,2.76,4.993,355.2,17.52,2.044,4.089,178.5,15.68,3.385,5.905,22.27,16.68,79.6,81.2,-1.097,-0.00032924,73.44,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",79.64,79.45,29.7249,29.80483,79.6,79.6,13.07,-0.089,0.089,0.016,0.014,26.95,0,0,0
"2024-08-08 00:35:00",186,13.04,4.058,7.527,357.5,14.91,2.544,5.096,182.2,18.5,4.497,7.829,25.12,14.65,79.59,81.2,-1.172,-0.00035157,73.4,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",79.45,79.41,29.7249,29.80483,79.59,79.59,13.05,-0.134,0.133,0.017,0.015,26.91,0,0,0
"2024-08-08 00:40:00",187,13.07,2.895,6.334,357.9,23.25,2.145,5.431,187.3,25.72,3.394,6.554,22.25,21.57,79.49,81.5,-1.22,-0.000366095,73.34,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",79.3,79.34,29.7249,29.80483,79.49,79.49,13.06,-0.091,0.091,0.017,0.015,26.88,0,0,0
"2024-08-08 00:45:00",188,13.04,2.905,5.142,349.3,16.14,1.925,3.083,170,12.86,3.311,6.151,13.5,18.06,79.38,81.9,-1.258,-0.00037726,73.44,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",79.07,79.21,29.7249,29.80483,79.38,79.38,13.05,-0.132,0.13,0.017,0.015,26.85,0,0,0
"2024-08-08 00:50:00",189,13.07,5.029,9.09,356,19.34,3.989,7.779,181.4,18.35,5.498,10.42,20.7,19.94,79.16,82.5,-1.255,-0.00037641,73.28,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.86,79.03,29.72495,29.80488,79.16,79.16,13.06,-0.095,0.095,0.016,0.015,26.82,0,0,0
"2024-08-08 00:55:00",190,13.03,4.265,8.2,4.64,19.04,3.244,8.45,191.5,23.33,4.712,8.57,27.4,15.56,79.08,82.3,-1.313,-0.00039378,73.3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.79,78.96,29.72785,29.80778,79.08,79.08,13.05,-0.142,0.14,0.017,0.015,26.78,0,0,0
"2024-08-08 01:00:00",191,13.06,4.609,8.12,354.7,26.22,3.441,5.766,181.8,14.97,5.372,9.24,18.36,16.35,78.88,82.9,-1.304,-0.000391235,73.12,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.57,78.75,29.72785,29.80778,78.88,78.88,13.06,-0.095,0.096,0.016,0.014,26.73,0,0,0
"2024-08-08 01:05:00",192,13.03,4.66,8.42,355.7,23.04,3.435,6.437,186.1,19.85,5.181,8.86,17.61,17.8,78.77,82.7,-1.343,-0.000403045,73.02,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.43,78.66,29.72785,29.80778,78.77,78.77,13.05,-0.137,0.135,0.017,0.015,26.68,0,0,0
"2024-08-08 01:10:00",193,13.06,4.372,8.57,3.389,20.5,3.004,6.437,199,25.28,4.834,8.66,27.2,18.95,78.68,82.3,-1.243,-0.00037283,72.8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.39,78.54,29.7279,29.80783,78.68,78.68,13.05,-0.09,0.09,0.017,0.015,26.62,0,0,0
"2024-08-08 01:15:00",194,13.03,4.046,6.93,359.5,19.89,3.075,6.437,184.6,21.68,4.461,7.874,22.57,19.94,78.58,82.3,-1.323,-0.000397045,72.64,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.24,78.4,29.7308,29.81074,78.58,78.58,13.04,-0.136,0.135,0.017,0.015,26.56,0,0,0
"2024-08-08 01:20:00",195,13.06,4.065,7.825,5.029,18.76,2.757,6.437,192.6,22.44,4.5,8.72,26.46,20.9,78.45,82.2,-1.249,-0.00037475,72.47,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.19,78.32,29.7308,29.81074,78.45,78.45,13.05,-0.091,0.091,0.017,0.015,26.5,0,0,0
"2024-08-08 01:25:00",196,13.03,3.351,4.993,1.975,17.63,2.293,3.754,188.3,19.84,3.636,5.704,23.88,18.48,78.32,82.5,-1.34,-0.000402145,72.52,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",78.03,78.16,29.7308,29.81074,78.32,78.32,13.04,-0.128,0.128,0.017,0.015,26.44,0,0,0
"2024-08-08 01:30:00",197,13.05,3.947,5.887,1.616,22.8,2.585,4.76,191.3,22.62,4.331,7.248,25.7,16.55,78.14,82.7,-1.346,-0.00040371,72.43,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77.85,77.97,29.7308,29.81074,78.14,78.14,13.05,-0.096,0.097,0.017,0.015,26.36,0,0,0
"2024-08-08 01:35:00",198,13.03,4.582,6.409,357.1,16.81,3.424,6.102,181.5,25.84,4.985,7.248,17.74,16.77,77.93,81.6,-1.046,-0.00031381,71.43,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77.65,77.78,29.73085,29.81079,77.93,77.93,13.04,-0.129,0.13,0.016,0.014,26.28,0,0,0
"2024-08-08 01:40:00",199,13.05,4.163,7.601,6.067,17.84,2.848,4.76,197,25.65,4.471,8.81,30.27,17.87,77.81,80,-0.979,-0.00029358,70.99,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77.58,77.67,29.73376,29.81369,77.81,77.81,13.05,-0.089,0.089,0.017,0.015,26.2,0,0,0
"2024-08-08 01:45:00",200,13.03,4.266,6.185,14.26,14.48,2.72,5.096,203.6,21.5,4.556,7.471,37.16,14.26,77.9,78.66,-0.858,-0.00025735,70.87,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77.57,77.73,29.7338,29.81374,77.9,77.9,13.04,-0.12,0.122,0.017,0.015,26.12,0,0,0
"2024-08-08 01:50:00",201,13.05,4.46,6.26,348.8,14.62,3.603,5.766,175.8,13.89,4.903,7.046,9.83,15.16,77.61,79.65,-1.07,-0.00032109,70.75,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77.25,77.45,29.73671,29.81664,77.61,77.61,13.05,-0.089,0.089,0.017,0.015,26.04,0,0,0
"2024-08-08 01:55:00",202,13.03,4.694,7.974,1.296,20.44,3.451,7.108,189.5,25.28,5.072,8.66,23.44,20.02,77.31,79.59,-0.893,-0.00026792,70.3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",77,77.16,29.73671,29.81664,77.31,77.31,13.04,-0.122,0.123,0.016,0.014,25.96,0,0,0
"2024-08-08 02:00:00",203,13.05,4.472,9.39,355.5,14.58,3.245,6.437,180.1,19.1,5.041,11.34,17.21,14.36,77.16,79.17,-0.881,-0.000264385,70.1,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",76.86,77.01,29.73666,29.81659,77.16,77.16,13.05,-0.086,0.086,0.017,0.015,25.87,0,0,0
"2024-08-08 02:05:00",204,13.03,4.526,6.856,3.32,22.53,3.175,4.76,189.7,17.48,4.927,7.494,23.78,16.68,76.95,79.05,-0.983,-0.00029494,69.8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",76.69,76.8,29.73376,29.81369,76.95,76.95,13.04,-0.12,0.121,0.017,0.015,25.78,0,0,0
"2024-08-08 02:10:00",205,13.04,3.157,6.334,355.1,19.95,1.762,3.754,187.5,26.02,3.503,7.315,15.64,19.61,76.81,79.23,-0.979,-0.0002936,69.89,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",76.54,76.66,29.7338,29.81374,76.81,76.81,13.04,-0.087,0.087,0.017,0.015,25.69,0,0,0
"2024-08-08 02:15:00",206,13.02,3.348,5.887,356,17.49,1.643,3.419,190.3,24.99,3.637,6.599,14.72,16.77,76.57,79.62,-0.975,-0.00029256,69.99,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",76.34,76.42,29.73671,29.81664,76.57,76.57,13.03,-0.119,0.12,0.016,0.014,25.61,0,0,0
"2024-08-08 02:20:00",207,13.04,2.957,4.695,359,22.84,1.551,3.754,184.3,13.66,3.266,5.704,17.12,13.5,76.31,80,-1.09,-0.000326895,69.61,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",76.1,76.18,29.73671,29.81664,76.31,76.31,13.04,-0.092,0.092,0.017,0.015,25.5,0,0,0
"2024-08-08 02:25:00",208,13.01,3.541,6.483,355.3,16.79,2.209,4.425,182.1,14.32,3.938,7.896,17.24,15.37,76.19,79.88,-1.035,-0.00031049,69.54,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.99,76.06,29.73671,29.81664,76.19,76.19,13.03,-0.125,0.125,0.017,0.016,25.4,0,0,0
"2024-08-08 02:30:00",209,13.03,2.755,5.44,345.7,24.79,1.834,3.754,174.2,15.83,3.336,5.659,8.07,16.69,76.02,80.4,-1.106,-0.000331835,69.54,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.78,75.89,29.73671,29.81664,76.02,76.02,13.04,-0.091,0.091,0.017,0.016,25.3,0,0,0
"2024-08-08 02:35:00",210,13.01,3.702,5.887,343.1,11.72,2.708,4.089,170,11.52,4.08,6.174,6.407,9.86,75.93,80.5,-1.078,-0.00032349,69.48,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.65,75.82,29.73671,29.81664,75.93,75.93,13.03,-0.125,0.126,0.017,0.015,25.19,0,0,0
"2024-08-08 02:40:00",211,13.03,2.618,4.769,338.9,12.33,1.57,3.083,168,12.42,3.086,5.413,1.582,11.4,75.7,81.1,-1.234,-0.00037012,69.39,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.39,75.6,29.73671,29.81664,75.7,75.7,13.03,-0.092,0.091,0.017,0.016,25.1,0,0,0
"2024-08-08 02:45:00",212,13.01,2.665,4.248,346.8,11.27,1.59,3.754,175,11.11,3.108,4.921,9.03,11.62,75.54,81.3,-1.22,-0.000365885,69.25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.26,75.41,29.73671,29.81664,75.54,75.54,13.03,-0.126,0.125,0.017,0.015,25,0,0,0
"2024-08-08 02:50:00",213,13.03,2.4,3.502,347.2,11.63,1.375,2.748,170.5,8.08,2.931,3.959,8.68,10.09,75.36,81.7,-1.209,-0.000362755,69.3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",75.06,75.28,29.73671,29.81664,75.36,75.36,13.03,-0.086,0.086,0.017,0.016,24.91,0,0,0
"2024-08-08 02:55:00",214,13,3.165,4.918,342.5,18.41,2.171,3.419,167.4,13.9,3.538,5.861,5.43,11.6,75.25,81.5,-1.21,-0.000363105,69.08,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.93,75.17,29.73671,29.81664,75.25,75.25,13.02,-0.125,0.126,0.017,0.016,24.83,0,0,0
"2024-08-08 03:00:00",215,13.03,2.998,4.546,338.1,12.9,1.986,3.419,164.5,15.66,3.482,5.905,1.007,13.03,75.15,81.4,-1.122,-0.000336685,68.91,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.9,75.03,29.73676,29.81669,75.15,75.15,13.03,-0.091,0.091,0.017,0.016,24.74,0,0,0
"2024-08-08 03:05:00",216,13,2.178,3.651,345.8,14.78,0.775,2.412,170.2,11.13,2.741,3.937,7.034,14.73,75.03,81.5,-1.245,-0.000373545,69,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.82,74.93,29.73966,29.81959,75.03,75.03,13.02,-0.135,0.135,0.017,0.016,24.65,0,0,0
"2024-08-08 03:10:00",217,13.02,1.931,2.906,352.2,13.74,0.292,2.077,174.1,12.36,2.46,3.579,13.85,12.7,74.9,81.7,-1.252,-0.00037547,68.94,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.68,74.76,29.73966,29.81959,74.9,74.9,13.03,-0.096,0.096,0.017,0.016,24.57,0,0,0
"2024-08-08 03:15:00",218,12.99,2.238,4.099,337.9,10.73,1.21,3.083,172.9,14.47,2.77,4.586,0.124,11.43,74.8,81.8,-1.225,-0.00036748,68.85,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.55,74.61,29.73966,29.81959,74.8,74.8,13.01,-0.157,0.156,0.017,0.015,24.48,0,0,0
"2024-08-08 03:20:00",219,13.02,2.654,4.099,345.8,10.27,1.208,2.748,173.9,9.36,3.114,4.63,9.35,11.33,74.69,81.5,-1.17,-0.00035089,68.61,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.49,74.57,29.73971,29.81964,74.69,74.69,13.02,-0.097,0.096,0.017,0.016,24.39,0,0,0
"2024-08-08 03:25:00",220,13,2.177,4.322,348.9,19.29,0.743,2.077,170.1,16.98,2.829,4.966,9.13,13.66,74.63,81.4,-1.155,-0.000346555,68.72,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.48,74.53,29.74261,29.82255,74.63,74.63,13.01,-0.125,0.123,0.017,0.016,24.32,0,0,0
"2024-08-08 03:30:00",221,13.02,2.233,4.546,347.8,17.62,0.87,2.748,173.8,6.597,2.796,5.234,11.32,11.26,74.56,81.4,-1.217,-0.00036498,68.6,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.37,74.45,29.74261,29.82255,74.56,74.56,13.02,-0.091,0.091,0.017,0.016,24.24,0,0,0
"2024-08-08 03:35:00",222,13,2.73,4.248,346.6,15.48,1.334,2.412,181,19.94,3.287,4.63,10.49,13.38,74.46,81.6,-1.181,-0.00035443,68.44,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.24,74.31,29.74261,29.82255,74.46,74.46,13.01,-0.123,0.123,0.017,0.016,24.18,0,0,0
"2024-08-08 03:40:00",223,13.02,2.894,4.769,348.7,13.69,1.804,4.089,173,13.7,3.362,5.637,12.41,14.1,74.33,81.6,-1.216,-0.00036469,68.29,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.14,74.22,29.74261,29.82255,74.33,74.33,13.02,-0.091,0.091,0.017,0.015,24.1,0,0,0
"2024-08-08 03:45:00",224,13,2.757,3.95,348.9,13.28,1.567,3.083,180.9,12.65,3.265,4.586,12.69,11.22,74.27,81.5,-1.227,-0.00036801,68.28,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.08,74.18,29.74261,29.82255,74.27,74.27,13.01,-0.135,0.135,0.017,0.015,24.04,0,0,0
"2024-08-08 03:50:00",225,13.02,2.311,4.173,349.3,15.11,0.837,2.748,173.8,10.18,2.958,5.592,13.54,13.05,74.18,81.7,-1.208,-0.000362355,68.11,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.99,74.06,29.74261,29.82255,74.18,74.18,13.02,-0.094,0.093,0.017,0.015,23.98,0,0,0
"2024-08-08 03:55:00",226,12.99,2.573,3.651,347.9,15.47,0.936,2.412,181.1,13.97,3.19,4.362,10.6,16.6,74.09,81.6,-1.285,-0.00038555,68.16,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.98,74,29.74267,29.8226,74.09,74.09,13.01,-0.13,0.13,0.017,0.016,23.91,0,0,0
"2024-08-08 04:00:00",227,13.02,2.309,3.651,346.2,15.89,1.175,2.412,178.9,14.92,2.853,4.407,10.97,10.85,74.09,81.6,-1.243,-0.000372905,68,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.9,73.93,29.74557,29.8255,74.09,74.09,13.01,-0.093,0.093,0.017,0.014,23.85,0,0,0
"2024-08-08 04:05:00",228,12.99,2.157,3.502,348.9,15.68,0.529,2.748,182.3,12.79,2.813,4.765,12.09,14.05,74,81.5,-1.192,-0.000357735,68.18,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.89,73.9,29.74562,29.82555,74,74,13,-0.126,0.128,0.016,0.014,23.79,0,0,0
"2024-08-08 04:10:00",229,13.02,3.147,5.44,340.7,10.1,2.071,3.083,177.1,9.33,3.568,6.017,3.989,10.27,74.02,81.1,-1.158,-0.000347395,67.76,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.96,73.9,29.74847,29.82841,74.02,74.02,13.01,-0.095,0.094,0.017,0.015,23.73,0,0,0
"2024-08-08 04:15:00",230,12.99,2.236,3.204,346.5,15.56,1.011,2.412,178,19.17,2.838,3.892,9.53,16.63,74.09,80.9,-1.209,-0.000362715,67.86,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",73.96,73.99,29.74557,29.8255,74.09,74.09,13,-0.13,0.132,0.017,0.015,23.68,0,0,0
"2024-08-08 04:20:00",231,13.01,2.447,4.546,336.8,13.38,1.137,3.083,163.5,21.8,3.079,4.563,356.4,13.68,74.09,80.9,-1.102,-0.00033071,67.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.01,73.94,29.74557,29.8255,74.09,74.09,13.01,-0.089,0.089,0.017,0.016,23.64,0,0,0
"2024-08-08 04:25:00",232,12.99,2.577,4.024,338.2,16.69,1.663,3.754,161.9,18.02,3.178,5.19,1.487,13.1,74.2,80.4,-1.096,-0.0003287,67.78,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",74.12,74.1,29.74557,29.8255,74.2,74.2,13,-0.12,0.121,0.017,0.014,23.6,0,0,0
